post_title,post_parent,ID,post_content,post_excerpt,post_status,sku,parent_sku,children,virtual,stock,regular_price,weight,length,width,height,upsell_ids,crosssell_ids,product_url,images,product_page_url,attribute:Adhesive-width,attribute_data:Adhesive-width,attribute_default:Adhesive-width,attribute:Coating,attribute_data:Coating,attribute_default:Coating,attribute:Coating:,attribute_data:Coating:,attribute_default:Coating:,attribute:Color,attribute_data:Color,attribute_default:Color,attribute:Diameter,attribute_data:Diameter,attribute_default:Diameter,attribute:Diameter/Thickness,attribute_data:Diameter/Thickness,attribute_default:Diameter/Thickness,attribute:Die-diameter,attribute_data:Die-diameter,attribute_default:Die-diameter,attribute:Dimension(L*W*H),attribute_data:Dimension(L*W*H),attribute_default:Dimension(L*W*H),"attribute:External dimensions","attribute_data:External dimensions","attribute_default:External dimensions",attribute:Length,attribute_data:Length,attribute_default:Length,attribute:Material,attribute_data:Material,attribute_default:Material,attribute:Metal-thickness,attribute_data:Metal-thickness,attribute_default:Metal-thickness,"attribute:Mould size","attribute_data:Mould size","attribute_default:Mould size",attribute:Name,attribute_data:Name,attribute_default:Name,"attribute:Other containers","attribute_data:Other containers","attribute_default:Other containers","attribute:PP Pore Size (Average Diameter)","attribute_data:PP Pore Size (Average Diameter)","attribute_default:PP Pore Size (Average Diameter)",attribute:Size,attribute_data:Size,attribute_default:Size,"attribute:Stainless Steel Type","attribute_data:Stainless Steel Type","attribute_default:Stainless Steel Type",attribute:Tab-height,attribute_data:Tab-height,attribute_default:Tab-height,attribute:Tab-width,attribute_data:Tab-width,attribute_default:Tab-width,attribute:Thickness,attribute_data:Thickness,attribute_default:Thickness,attribute:Type,attribute_data:Type,attribute_default:Type,attribute:Width,attribute_data:Width,attribute_default:Width,attribute:pa_thickness,attribute_data:pa_thickness,attribute_default:pa_thickness,attribute:pa_width,attribute_data:pa_width,attribute_default:pa_width
"Celgard 2400 Monolayer PP Membrane Battery Separator",,6517,"<strong>Celgard 2400 single layer PP Battery Separator Features:</strong>

1. Production by dry method drawing process

2. Excellent resistance to acids, alkalis and most chemicals

3. Consistent pore structure with high chemical and thermal stability

4. Ideal for various battery applications, recommend use for lithium ion batteries.

5. Excellent oxidation resistance, ensuring excellent cycling and trickle charging performance

6. Horizontal (TD) ""zero"" shrinkage reduces internal shorts and improves high temperature dimensional integrity","<strong>Celgard 2400 Monolayer PP Membrane Battery Separator</strong>

This Microporous Monolayer Polypropylene PP Membranes is usually used to the disposable (primary) lithium battery. Monolayer PP battery separators are also well-suited for electric drive vehicle (EDV) applications.",private,Celgard-2400,,,no,,,,,,,,,,,https://cam-energy.com/product/celgard-2400-monolayer-pp-membrane-battery-separator/,,,,,,,,,,White,2|1|0,,,,,,,,,,,,,,,,,"60 meters",6|1|0,,,,,,,,,,,"Celgard 2400 Monolayer PP Membrane Battery Separator",0|1|0,,,,,,,,,,,,,,,,,,,,25um,4|1|0,,,,,85mm,5|1|0,,,,,,,
"SK-300TVS-A Vacuum planetary mixer",,6523,"<h3>Equipped with a vacuum machine for enhanced degassing performance!</h3>
The vacuum machine makes it possible to eliminate even very finer air bubbles, so it can be expected to even further improve the conductivity and insulation performance demanded of electronic materials, reduce the rate of defective products due to bubbles in optical materials and prevent injection of air due to air bubbles in syringes.
<p class=""tac""><img src=""https://www.kakuhunter.com/en/common/img/products/vacuum-kakuhunter/01.jpg"" alt="""" /></p>

<h3>A shifted cup tray is used on the rotation axis to enhance mixing performance!</h3>
By shifting the cup tray on the rotation axis and increasing the contact part between the container inner wall and material, mixing capability is increased as compared to straight type (with straight cup trays) and the lump occurrence of the material is reduced. Furthermore, elongated containers such as long cartridges or syringes can be installed, and the distance from the revolution axis can be maintained, enabling uniform mixing.
<p class=""tac""><img src=""https://www.kakuhunter.com/en/common/img/products/vacuum-kakuhunter/02.jpg"" alt="""" /></p>","A high functionality model with a vacuum reduced pressure function.
The individual revolution and rotation speed control system and the shifted cup tray enhance mixing performance and provide effective degassing.
<p class=""cups"">300ml × 2 cups</p>
<img class=""alignleft"" src=""https://www.kakuhunter.com/en/common/img/products/ico_300x300.jpg"" alt=""300ml × 2 cups"" />

<a href=""https://www.kakuhunter.com/en/about/separate-control-system.html""><img class=""alignnone"" src=""https://www.kakuhunter.com/en/common/img/products/ico_separate.jpg"" alt="""" /></a>

<a href=""https://www.kakuhunter.com/en/about/other-features.html#decmpression""><img class=""alignleft"" src=""https://www.kakuhunter.com/en/common/img/products/ico_vacuum.jpg"" alt="""" /></a><a href=""https://www.kakuhunter.com/en/about/other-features.html#cups""><img src=""https://www.kakuhunter.com/en/common/img/products/ico_cup.jpg"" alt="""" /></a>",publish,SK-300TVS-A,,,no,,,,,,,,,,,https://cam-energy.com/product/sk-300tvs-a-vacuum-planetary-mixer/,,,,,,,,,,,,,,,,,,,,,,,,,"W455 × D555 × H495(㎜)",9|1|0,,,,,,,,,,,,,,,,,"Multiple containers and syringes can be used by using an adapter.",1|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Compact Vacuum Mixer w/ Pump &amp; Vibration Stage",,6525,"<table border=""1"" cellspacing=""0"" cellpadding=""1"">
<tbody>
<tr>
<td>Voltage Input</td>
<td>Single Phase 220VAC(110 available on request)</td>
</tr>
<tr>
<td>Power</td>
<td>150W</td>
</tr>
<tr>
<td>Rotary Speed</td>
<td>320 rpm</td>
</tr>
<tr>
<td>Mixing Container</td>
<td>
<ul>
 	<li>Two vacuum-sealed containers are included. One 150ml stainless steel and one 500ml aluminum set</li>
 	<li>The mixing blade is built-in to the top of the container</li>
 	<li>The metal filter prevents solid particles into the vacuum pump</li>
 	<li>Option 1: 30mL SS container is available at extra cost (click the picture below-right to order)</li>
 	<li>All available containers can be found at Accessories for Slurry &amp; Liquid Mixing</li>
</ul>
</td>
</tr>
<tr>
<td>Vacuum pump &amp; Vacuum Level</td>
<td>
<ul>
 	<li>Built-in single stage vacuum pump</li>
 	<li>Vacuum Level: -0.08~0.09 Mpa</li>
</ul>
</td>
</tr>
<tr>
<td>Mixing Time</td>
<td>0~99 Minutes Adjustable</td>
</tr>
<tr>
<td>Vibration Plate</td>
<td>Vibrating at 1000 Hz</td>
</tr>
<tr>
<td>Dimensions</td>
<td>13''L x 12''W x 21''H</td>
</tr>
<tr>
<td>Net Weight</td>
<td>30 kgs</td>
</tr>
<tr>
<td>Shipping Dimensions</td>
<td><strong>40''L x 25''W x 30''H</strong></td>
</tr>
<tr>
<td>Shipping Weight</td>
<td><strong>43 kgs
</strong></td>
</tr>
<tr>
<td>Vacuum Oil Tank Refill</td>
<td>
<ul>
 	<li>Notice: Operating the mixer with insufficient oil will damage the pump. Check the oil level window on the right side of the machine. If there is less than half a tank of oil, refill oil from the oil tank opening on the top of the machine.</li>
 	<li>Refill the tank to have oil level above half full indicated by the red dotted line in the picture to the left.</li>
 	<li>Please click to order High Vacuum Pump Oil / Hydrocarbon oil.</li>
 	<li>The mixer is not suitable for long time use.  suggest max. running time is &lt; 60 minute for each running</li>
 	<li>This mixer cannot be used in Ar atmosphere glovebox! Please get in touch should you need glove box use.</li>
</ul>
</td>
</tr>
<tr>
<td>Warranty &amp; Compliance</td>
<td>One year limited with lifetime support
CE certified</td>
</tr>
</tbody>
</table>
<img class=""alignleft"" src=""https://www.aotelec.com/js/htmledit/kindeditor/attached/20191204/20191204161440_10075.jpg"" alt=""Lab small mixer machine for battery material mixing"" width=""355"" height=""230"" />

<img class="""" src=""https://www.aotelec.com/js/htmledit/kindeditor/attached/20191204/20191204161553_86477.jpg"" alt=""Compact Vacuum Mixer machine with Vibration Stage"" width=""366"" height=""232"" />

<img class=""alignleft"" src=""https://www.aotelec.com/js/htmledit/kindeditor/attached/20191204/20191204161639_87688.jpg"" alt=""AOT-SFM-7 Vacuum mixer mixing blade"" width=""326"" height=""242"" />

<img class=""alignnone"" src=""https://www.aotelec.com/js/htmledit/kindeditor/attached/20191204/20191204161654_37439.jpg"" alt=""Compact Vacuum Mixing machine with optional mixing jar"" width=""376"" height=""269"" />","CVM-7 is designed to produce coating slurry by mixing the small batch of chemicals and compound (500 ml Max) under vacuum to remove gas bubbles and protect the sample from oxidation. It has a built-in pump that can vacuum the mixing container to -0.08Mpa and the step-less mixing speed @ 320rpm. The vibration plate is located at the bottom to remove the gas bubble before vacuum mixing and disperse the slurry after mixing. It is excellent for preparing battery electrode paste in a material research lab. It is compact and can fit in a glovebox with N2 gas (No Ar).",publish,CES-CVM-7,,,no,,1825,,,,,,,,"https://cam-energy.com/wp-content/uploads/2021/04/vibrating-mixer.jpg ! alt :  ! title : vibrating mixer ! desc :  ! caption : ",https://cam-energy.com/product/compact-vacuum-mixer-w-pump-vibration-stage/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2 Litre Tri-Shaft Vacuum Mixer with Vacuum Pump &amp; Water Chiller",,6527,"<table border=""1"" cellspacing=""0"" cellpadding=""1"">
<tbody>
<tr>
<td>Standard Version MSK-SFM-2L
For Viscosity &lt;= 9000</td>
<td>High Dispersing Speed Version MSK-SFM-2L-A
For Viscosity &lt;= 3000</td>
</tr>
<tr>
<td>Mixing Blades Speed &amp; Power</td>
<td>Stirring : 0 ~ 112 RPM , 750W
Dispersing : 0 ~ 3354 RPM, 750W</td>
<td>Stirring: 0 ~ 140 RPM , 200W
Dispersing: 0 ~ 8100 RPM, 200W</td>
</tr>
<tr>
<td>Dimensions</td>
<td>
<ul>
 	<li>970mm × 840mm × 1050mm (W × D × H)</li>
 	<li>Mixing Tank: 180mm Dia. × 135mm Height</li>
</ul>
<a id=""mt-501090650293"" class=""MagicThumb"" href=""https://www.mtixtl.com/images/new_dimension.jpg""><img src=""https://www.mtixtl.com/images/new_dimension.jpg"" width=""90"" height=""60"" /></a>    <a id=""mt-1243578213861"" class=""MagicThumb"" href=""https://www.mtixtl.com/images/new_dimension_2.jpg""><img id=""ctl00_masterContent_productImageGallery_displayPreview"" src=""https://www.mtixtl.com/images/new_dimension_2.jpg"" width=""90"" height=""60"" /></a></td>
<td>
<ul>
 	<li>460mm × 760mm × 980mm (W × D × H)</li>
 	<li>Mixing Tank: 180mm Dia. × 135mm Height</li>
</ul>
<a class=""img"" href=""https://www.mtixtl.com/images/products/detail/MSKSFM2Lcc.jpg"" rel=""lightbox""><img src=""https://www.mtixtl.com/images/products/thumb/MSKSFM2Lcc.jpg"" width=""94"" height=""65"" /></a>   <a class=""img"" href=""https://www.mtixtl.com/images/products/detail/MSKSFM2L80.jpg"" rel=""lightbox""><img src=""https://www.mtixtl.com/images/products/thumb/MSKSFM2L80.jpg"" width=""91"" height=""65"" /></a></td>
</tr>
<tr>
<td>Power Consumption</td>
<td>
<ul>
 	<li>2kW (Recommend 20A Outlet for pump cold start)</li>
</ul>
</td>
<td>
<ul>
 	<li>1kW (Recommend 20A Outlet for pump cold start)</li>
</ul>
</td>
</tr>
<tr>
<td>Working Voltage</td>
<td colspan=""2"">
<ul>
 	<li>208 - 240V AC, 50/60HZ, Sing phase (Power cord included)</li>
 	<li>220V AC Power plug is not included.</li>
</ul>
</td>
</tr>
<tr>
<td>Mixing Tank Diameter</td>
<td colspan=""2"">40mm</td>
</tr>
<tr>
<td>Mixing Tank Vertical Distance</td>
<td colspan=""2"">130mm, manual</td>
</tr>
<tr>
<td>Mixing Tank</td>
<td colspan=""2"">
<ul>
 	<li>180 mm I.D. x 118 mm H</li>
 	<li>3.0 Liter</li>
 	<li>Effective capacity for mixing: 2.0 Liter</li>
</ul>
</td>
</tr>
<tr>
<td>Mixing Blades
<a id=""mt-996603668300"" class=""MagicThumb"" href=""https://www.mtixtl.com/images/products/display/Shaft.JPG?ts=131359769395396633"" target=""https://www.mtixtl.com/images/products/display/Shaft.JPG?ts=131359769395396633"" rel=""noopener""><img src=""https://www.mtixtl.com/images/products/display/Shaft.JPG?ts=131359769395396633"" width=""39"" height=""44"" /></a></td>
<td colspan=""2"">
<ul>
 	<li>3 axis planetary mixing</li>
 	<li>2 stirring blade</li>
 	<li>1 dispersing blade</li>
 	<li>1 spatula</li>
</ul>
</td>
</tr>
<tr>
<td>Vacuum Pump
<img src=""http://www.mtixtl.com/images/products/detail/EQFYPmain.2.jpg"" width=""48"" height=""32"" /></td>
<td colspan=""2"">
<ul>
 	<li>One double-step rotary vane vacuum pump is included</li>
</ul>
</td>
</tr>
<tr>
<td>Liquid Cooling</td>
<td colspan=""2"">
<ul>
 	<li>One water chiller with 9L tank - EQ-KJ3000 is included</li>
 	<li><a href=""http://www.mtixtl.com/EQ-KJ3000.aspx""><img src=""http://www.mtixtl.com/images/products/thumb/CW3000AG1.2.jpg"" width=""66"" height=""44"" /></a></li>
</ul>
</td>
</tr>
<tr>
<td>PLC Control Panel</td>
<td colspan=""2"">Digital touchscreen for efficient adjustments
<a id=""mt-1061153061363"" class=""MagicThumb"" href=""https://www.mtixtl.com/images/Manual.PNG""><img src=""https://www.mtixtl.com/images/Manual.PNG"" width=""100"" height=""60"" /></a>    <a id=""mt-622596749202"" class=""MagicThumb"" href=""https://www.mtixtl.com/images/Para1.PNG""><img src=""https://www.mtixtl.com/images/Para1.PNG"" width=""99"" height=""60"" /></a></td>
</tr>
<tr>
<td>Net Weight</td>
<td colspan=""2""><span lang=""EN"">350 kg</span></td>
</tr>
<tr>
<td>Compliance
<a href=""http://www.mtixtl.com/images/products/detail/METicon.3.jpg""><img id=""ctl00_masterContent_productImageGallery_thumbPreview"" src=""http://www.mtixtl.com/images/products/thumb/METicon.3.jpg?ts=130915825983505098"" width=""74"" height=""29"" /></a></td>
<td colspan=""2"">
<ul>
 	<li>CE Certified</li>
 	<li><strong>NRTL or CSA certification</strong> is available upon request at an extra cost</li>
</ul>
</td>
</tr>
<tr>
<td>Warranty</td>
<td colspan=""2"">
<ul>
 	<li>One-year limited warranty with lifetime technical support</li>
 	<li>Rusting and damage due to improper storage conditions or lack of maintenance are not covered by warranty</li>
</ul>
</td>
</tr>
<tr>
<td>Warning</td>
<td colspan=""2"">
<ul>
 	<li><strong>The recommended operating time is (this restriction applies to model # MSK-SFM-2L-A only):</strong></li>
 	<li>&lt; 1 hr @ 8000RPM dispersing.</li>
 	<li>&lt; 2 hr @ 7000RPM dispersing.</li>
 	<li>&lt; 3 hr @ 6000RPM dispersing.</li>
 	<li>&lt; 4 hr @ 5000RPM dispersing.</li>
 	<li>Continous @ 4000RPM dispersing.</li>
</ul>
</td>
</tr>
<tr>
<td>Operation Instructions</td>
<td colspan=""2""><a href=""http://www.mtixtl.com/sfm-10m-2016vid.aspx""><img src=""https://www.mtixtl.com/images/tytyty.JPG"" width=""135"" height=""95"" /></a></td>
</tr>
<tr>
<td>Shipping Dimensions</td>
<td colspan=""2""><strong>#1 (Mixer   Pump): 48"" (L) x 42"" (W) x 65"" (H)
#2 (Water Chiller): 40"" (L) x 30"" (W) x 28"" (H)
</strong></td>
</tr>
<tr>
<td>Shipping Weight</td>
<td colspan=""2""><strong>#1: 1110 lbs
#2: 100 lbs</strong></td>
</tr>
<tr>
<td>
Application Note</td>
<td colspan=""2""><strong>Heated container with digital temperature controller up to 190C is available at an extra cost
<a class=""img"" href=""https://www.mtixtl.com/images/products/detail/Heatedcontainer.png"" rel=""lightbox""><img src=""https://www.mtixtl.com/images/products/thumb/Heatedcontainer.png"" width=""106"" height=""66"" /></a></strong></td>
</tr>
</tbody>
</table>","<strong>2 Liter Tri-Shaft Planetary Vacuum Mixer with Vacuum Pump &amp; Water Chiller</strong>

<strong>SFM2L</strong> is a CE-certified Tri-Shaft Planetary Vacuum Mixer with a 2-liter container and PLC Touch Panel Control. Such a vacuum mixer incorporates the unique tri-shaft stirring design to ensure a gas-bubble-free blending of complex materials under vacuum with extreme uniformity. Furthermore, an observation window on the mixing tank provides a better way to monitor the entire mixing process. SFM-2L is an excellent tool for preparing LiCoO3, LiFePO4, Phosphorus, and ceramic slurries and provides very good results in dispersion and uniformity.",publish,CES-SFM2L,,,no,,,,,,,,,,,https://cam-energy.com/product/2-litre-tri-shaft-vacuum-mixer-with-vacuum-pump-water-chiller/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Vacuum drying Oven",,6531,"The product is widely used in biochemistry, chemical and pharmaceutical, health care, agricultural research, environment protection and other areas of research and application for powder drying, baking and all kinds of glass containers’disinfection and sterilization. Especially for those drying heat-sensitive, labile, oxidizing material and decompounded to carry on fast and effective drying process.

This Vacuum Drying Oven for lithium battery field mainly used for lithium battery materials, electrode and battery core vacuum drying.

<strong>Vacuum Lab Oven for material heating drying under vacuum states has advantages :</strong>
<ol>
 	<li>It canshort the drying temperature process</li>
 	<li>Avoid heating to oxidation</li>
 	<li>Avoid heating air to kill living cells</li>
 	<li>There is no dust damage</li>
</ol>","This product is mainly used for scientific research units, specialty universities, laboratories, industrial mining enterprises etc. and production field for materials drying and heat treatment under the vacuum state.",publish,DZF-6050,,,no,,,,,,,,,,,https://cam-energy.com/product/vacuum-drying-oven/,,,,,,,,,,,,,,,,,,,,,,730*560*550mm,9|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Binder VDL-56 Vacuum drying Oven",,6534,"<p class=""list-head""><strong>Benefits</strong></p>

<ul>
 	<li class=""list-head"">Fast, gentle drying</li>
 	<li class=""list-head"">Optimum heat transfer through large thermal conducting plates</li>
 	<li class=""list-head"">Safe working thanks to ATEX-compliant safety concept</li>
 	<li class=""list-head"">Also option of modular complete system with vacuum pump and pump chamber</li>
</ul>
<div class=""slide-list benefits""></div>
<p class=""list-head""><strong>Important characteristics</strong></p>

<div class=""slide-list benefits"">
<ul>
 	<li>Temperature range:  9 °C above ambient temperature to  110 °C</li>
 	<li>ATEX conformity for units: EX II 2/3/- G IIB T3 Gb/Gc/- X</li>
 	<li>Intuitive touchscreen controller with graphical pressure and temperature display</li>
 	<li>Program-controlled drying monitoring with automatic ventilation at end of process</li>
 	<li>Internal data logger, measured values can be read out in open format via USB</li>
 	<li>Pressure control device for heating activated from &lt; 100 mbar</li>
 	<li>2 aluminum expansion racks, can be custom-positioned</li>
 	<li>Universal connection for ventilation with ambient air or inert gas</li>
 	<li>Universal access port DN 16 - for the introduction of external measuring devices</li>
 	<li>Shatterproof, spring-mounted safety glass panel</li>
 	<li>Large viewing window</li>
 	<li>Computer interface: Ethernet</li>
</ul>
</div>
<p class=""list-head""><strong>Optional equipment</strong></p>

<div class=""slide-list benefits"">
<ul>
 	<li>Expansion racks - Choice of aluminum or stainless steel racks depending on the application requirements</li>
 	<li>Analogue output for temperature and pressure signals - for external monitoring and evaluation of the process parameters, integration into in-house systems is possible</li>
 	<li>Universal ventilation - Selection of different ventilation by air or inert gas</li>
 	<li>Universal access port DN 40 - for the introduction of external measuring devices</li>
 	<li>Multi Management Software APT-COM - Manage, record and document device parameters</li>
 	<li>Services - extensive services ensure correct device function</li>
</ul>
</div>","A high end oven for drying electrodes or aging your batteries. BINDER VDL series safety vacuum drying chambers ensure maximum safety when drying organic solvents. Explosion-protected unit with classification according to ATEX directive 2014/34/EU: EX II 2/3/- G IIB T3 Gb/Gc/- X.",publish,VDL-56,,,no,,11250,,,,,,,,,https://cam-energy.com/product/binder-vacuum-drying-oven/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Automatic Vacuum Cylindrical cell Electrolyte Filling Machine",,6555,"<strong>Description of the working procedure:</strong>
<ul>
 	<li>Once the battery is out of baking oven, they are placed onto the infusion tray, 80 batteries per tray, a total of 2 sets of trays can be placed in one cycle.</li>
 	<li>The tray with the battery installed is placed in the position of the liquid filling machine</li>
 	<li>Press the start switch, the sealing cover is lowered to seal the chamber with the tray. After the sealing is completed, vacuuming and injecting cycle are performed, based on user configuration. The machine is equipped with 2 double-headed injection pumps. 4 liquid injection heads, so that the automatic liquid injection module only needs to take the X parallel line to complete the whole set of electrolyte injection procedures.</li>
 	<li>After the cycle is completed, the tray is manually taken out and the next cycle is entered;</li>
 	<li>The operation panel adopts the form of touch screen, which is convenient and simple to operate, and the condition of the device is displayed in real time.</li>
</ul>
Remarks: The vacuuming time and the standing time can be set.","Automated electrolyte filling for cylindrical cells
<ul>
 	<li>It is used for the vacuum electrolyte filling of various cylindrical cell cases including CR123, 18650, 26650, 32650 and AA by simply changing tray type.</li>
 	<li>Vacuum injection, the number of batteries in the tray: 80, divided into two vacuum boxes B, each vacuum box can be placed in one tray, 80 batteries per tray, a total of 160batteries can be placed at the same time.</li>
</ul>",publish,ZYJ-02,,,no,,,,,,,,,,"https://cam-energy.com/wp-content/uploads/2021/04/Vacuum-filling-machine.jpg ! alt :  ! title : Vacuum filling machine ! desc :  ! caption :  | https://cam-energy.com/wp-content/uploads/2021/04/Vacuum-filling-machine2.jpg ! alt :  ! title : Vacuum filling machine2 ! desc :  ! caption : ",https://cam-energy.com/product/automatic-vacuum-cylindrical-cell-electrolyte-filling-machine/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"De-crimping die for Coin Cell Crimper CR-01",,6778,"<h2 class=""product-name"" data-hook=""product-title"">De Crimping die</h2>
<section class=""description"" data-hook=""product-page-description"">
<div class=""description-wrapper"">
<div class=""content-wrapper"" aria-live=""assertive"" data-hook=""product-page-description-content-wrapper"">

Used for re-opening crimped coin cells. Size 2016/2032/2025

</div>
</div>
</section>",,publish,CR-01,,,no,,470,,,,,,5324,,"https://cam-energy.com/wp-content/uploads/2018/04/20200525_191825-scaled.jpg ! alt :  ! title : Crimping Die ! desc :  ! caption :  | https://cam-energy.com/wp-content/uploads/2018/04/20200525_191751-scaled.jpg ! alt :  ! title : Coin Cell Crimper 2 ! desc :  ! caption : ",https://cam-energy.com/product/de-crimping-die-for-coin-cell-crimper/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pouch Electrode Die cutter",,6867,"<ul>
 	<li>DCM300 semi-automatic electrode die cutter is mainly used for pouch cell electrode sheet cut for stacking pouch cell battery. It is a necessary tool in the production line of pouch cell to produce specific shapes of cathodes and anodes with current collector tabs.</li>
 	<li>This Semi Automatic Die Cutting machine adopts Safety Curtain built in the front of the machine and double start button ensures operation safety when electrode sheets are fed from the front.</li>
 	<li>High speed, high accuracy, long lifetime to make cut electrode without burr, to get a good consistency.</li>
 	<li>This model has max die dimension with 200*300mm, if need other models, please choose the DCM500model with max die size up to 500*500mm.</li>
</ul>
<div class=""table-responsive"">
<table style=""height: 954px;"" border=""1"" width=""1322"">
<tbody>
<tr>
<td>Model</td>
<td>Battery Electrode Die Cutter Machine  DCM300</td>
</tr>
<tr>
<td>Working voltage</td>
<td>AC110V/220V, 50/60HZ</td>
</tr>
<tr>
<td>Power</td>
<td>100W</td>
</tr>
<tr>
<td>Warranty</td>
<td>One year limited warranty with lifetime support</td>
</tr>
<tr>
<td>Max cutter die size</td>
<td>200mm(L) * 300mm(W)</td>
</tr>
<tr>
<td>Die Set Dimensions</td>
<td>One set of standard electrode die is included. within the dimensions: 200mm(L)*300mm(W), Customized size die is available upon request.</td>
</tr>
<tr>
<td>Safety Protection<a href=""http://mtixtl.com/2.0gallonAirScoutCompressor-EQ-HD1004TK.aspx"">
</a></td>
<td>Built in Safety Curtain to protect against hand injuries during electrode feeding Double start press button</td>
</tr>
<tr>
<td>Cutting Accuracy</td>
<td>±0.1mm</td>
</tr>
<tr>
<td>Air Cylinder</td>
<td>3 tons Max. pressure</td>
</tr>
<tr>
<td>Tensile Cylinder</td>
<td>0.15 tons pressure</td>
</tr>
<tr>
<td>Cutting stroke</td>
<td>250mm</td>
</tr>
<tr>
<td>Feeding</td>
<td>Manual</td>
</tr>
<tr>
<td>Production Yield</td>
<td>800 - 2000 pieces of electrodes per hour</td>
</tr>
<tr>
<td>Air Pressure</td>
<td>0.5-0.8Mpa</td>
</tr>
<tr>
<td>Dimension (L*W*H)</td>
<td>580*455* 900mm</td>
</tr>
<tr>
<td>Net Weight</td>
<td>120kg (265 lbs)</td>
</tr>
<tr>
<td>Shipping Dimensions</td>
<td>47*75*109cm</td>
</tr>
</tbody>
</table>
<div></div>
</div>","DCM300 semi-automatic electrode die cutter is mainly used for pouch cell electrode sheet cut for stacking pouch cell battery. It is a necessary tool in the production line of pouch cell to produce specific shapes of cathodes and anodes with current collector tabs.",publish,DCM300,,,no,,,120,47,75,109,,,,"https://cam-energy.com/wp-content/uploads/2021/11/Die-cut-machine.png ! alt :  ! title : Die cut machine ! desc :  ! caption : ",https://cam-energy.com/product/pouch-electrode-die-cutter/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pneumatic Die Cutting Machine For Battery Electrode Cutting",,6871,"<strong>Main features:</strong>
<ul>
 	<li>Sheet type electrode feeding, knife template for die cutting, can be placed in the glove box.</li>
 	<li>Easy to replace the cutting blade.</li>
 	<li>Long die life, normal use≥30,000 times.</li>
 	<li>No quality defects such as burrs, powder drop, and indentation.</li>
 	<li>Easy to operate, safe and reliable, small size.</li>
</ul>
<table style=""height: 498px;"" border=""1"" width=""1333"">
<tbody>
<tr>
<td>Model</td>
<td>Pneumatic Battery Electrode Die Cutter CES180S</td>
</tr>
<tr>
<td>Vertical burr</td>
<td>≤12μm</td>
</tr>
<tr>
<td>Horizontal burr</td>
<td>≤20μm</td>
</tr>
<tr>
<td>Max punching size</td>
<td>L85*W65mm(can be customized according to requirements)</td>
</tr>
<tr>
<td>Punching accuracy</td>
<td>±0.1mm</td>
</tr>
<tr>
<td>Punching pressure</td>
<td>Max. 1T (0.5MPa compressed air). Punching the battery electrode recommended pressure 500Kg</td>
</tr>
<tr>
<td>Stroke</td>
<td>35mm</td>
</tr>
<tr>
<td>Compressed air</td>
<td>0.5MPa. If placed in a glove box, the gas used is the same as that used in the glove box.</td>
</tr>
<tr>
<td>Dimension(L*W*H)</td>
<td>350*230*300mm</td>
</tr>
<tr>
<td>Weight</td>
<td>32kg</td>
</tr>
<tr>
<td>Warranty</td>
<td>One year limited warranty</td>
</tr>
</tbody>
</table>","Pneumatic die cutter is suitable for die-cutting of positive and negative electrodes of batteries, punching sheet type electrode by pneumatic method and can be placed in the glove box.",publish,CES180S,,,no,,,32,35,23,30,,,,,https://cam-energy.com/product/pneumatic-die-cutting-machine-for-battery-electrode-cutting/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
